goals,yellowCards,redCards,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,successfulDribbles,successfulDribblesPercentage,tackles,assists,accuratePassesPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,wasFouled,fouls,dispossessed,appearances,saves,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,highClaims,successfulRunsOut,punches,runsOut,accurateFinalThirdPasses,bigChancesCreated,accuratePasses,keyPasses,accurateCrosses,accurateCrossesPercentage,accurateLongBalls,accurateLongBallsPercentage,interceptions,clearances,dribbledPast,bigChancesMissed,totalShots,shotsOnTarget,blockedShots,goalConversionPercentage,hitWoodwork,offsides,expectedGoals,errorLeadToGoal,errorLeadToShot,passToAssist,rating,player,team,id,team_id
5,2,0,28,44.44,27,40.3,8,40.0,11,1,69.64,55,42.31,956,9,7,14,13,0,0,0,7,2,0,0,0,0,66,1,156,9,1,50.0,9,56.25,3,5,4,2,21,8,2,23.81,0,8,,0,0,0,6.77,Eduardo Vargas,Universidad de Chile,37006,3161
2,1,0,10,41.67,5,31.25,2,50.0,3,0,81.82,15,37.5,307,5,2,6,9,0,0,0,7,0,0,0,0,0,14,0,45,4,1,33.33,1,100.0,0,3,4,2,13,4,3,15.38,1,1,,0,0,0,6.77,Franco Frías,Cobresal,1086986,3167
0,3,0,45,47.87,9,39.13,6,50.0,29,0,78.82,54,46.15,1192,10,13,10,15,0,0,0,13,4,0,0,0,0,116,0,402,7,7,33.33,28,51.85,12,20,23,0,15,4,6,0.0,0,0,,0,0,0,6.77,Manuel Rivera,Ñublense,951278,7029
1,3,0,19,48.72,2,40.0,5,45.45,7,0,81.47,21,47.73,550,7,3,2,8,0,0,0,8,1,0,0,0,0,40,0,189,5,3,23.08,12,41.38,11,7,9,0,7,2,2,14.29,0,0,,0,1,1,6.76,César Pinares,Deportes Limache,818974,331131
2,3,0,62,46.27,3,15.79,21,41.18,16,0,76.74,65,42.48,1225,25,14,22,15,0,0,0,20,4,0,0,0,0,151,2,363,24,17,28.81,19,45.24,7,6,10,1,23,8,7,8.7,1,3,,0,0,0,6.76,Jeison Fuentealba,Universidad de Concepción,1106828,5034
0,1,0,14,38.89,1,25.0,3,33.33,5,2,81.85,15,37.5,576,6,4,7,10,0,0,0,9,0,0,0,0,0,66,2,203,11,11,36.67,21,61.76,4,3,5,0,5,2,2,0.0,1,1,,0,0,0,6.76,Nicolás Aedo,Audax Italiano,1083863,3162
0,0,0,14,51.85,3,42.86,2,50.0,9,0,78.45,17,50.0,348,3,1,4,5,0,0,0,4,0,0,0,0,0,19,1,91,7,4,23.53,3,33.33,2,8,6,0,0,0,0,0.0,0,0,,0,0,0,6.76,Sebastián Arancibia,Universidad Católica,2058867,3151
0,1,0,19,79.17,3,25.0,6,75.0,7,0,81.82,22,61.11,303,6,3,1,6,0,0,0,6,1,0,0,0,0,26,0,90,5,2,66.67,12,57.14,4,20,0,0,0,0,0,0.0,0,0,,0,0,0,6.76,Benjamín Rojas,O'Higgins,985004,3163
2,5,0,48,47.06,9,42.86,10,50.0,19,0,78.25,57,46.34,857,19,28,7,14,0,0,0,11,1,0,0,0,0,60,1,223,6,1,25.0,15,41.67,6,10,12,0,13,3,4,15.38,0,0,,0,0,0,6.76,Francisco Montes,Palestino,1797930,3157
3,0,2,24,40.0,14,56.0,7,36.84,6,4,71.33,38,44.71,700,11,14,9,11,0,0,0,7,2,0,0,0,0,46,5,107,9,5,15.63,3,27.27,6,8,3,3,21,9,5,14.29,0,6,,0,0,0,6.75,Clemente Montes,Universidad Católica,995388,3151
0,3,0,78,48.15,12,42.86,24,38.71,32,1,77.66,90,47.37,1350,22,14,21,15,0,0,0,22,4,0,0,0,0,146,4,452,22,0,0.0,22,48.89,18,33,11,3,24,5,5,0.0,0,0,,0,0,0,6.75,Facundo Mater,Universidad de Concepción,896753,5034
0,1,0,8,66.67,3,100.0,0,0.0,6,0,89.19,11,73.33,162,2,1,1,2,0,0,0,4,0,0,0,0,0,8,0,66,0,0,0.0,3,37.5,3,3,2,0,3,0,1,0.0,0,0,,0,0,0,6.75,Mauricio Vera,Deportes Concepción,1022801,3160
0,1,0,22,47.83,1,100.0,10,47.62,10,0,78.45,23,48.94,342,2,7,3,10,0,0,0,7,1,0,0,0,0,32,0,91,3,5,16.67,8,57.14,3,4,3,1,4,2,1,0.0,0,0,,0,0,0,6.75,Carlos Morales,Deportes Limache,1125514,331131
5,0,0,12,46.15,15,36.59,4,40.0,4,1,73.5,27,40.3,940,4,4,3,14,0,0,0,5,0,0,0,0,0,39,1,86,6,0,0.0,3,100.0,2,5,2,3,20,13,2,25.0,0,7,,0,0,0,6.74,Maximiliano Romero,Colo-Colo,792585,3155
1,4,0,21,28.77,1,8.33,8,36.36,10,1,69.39,22,25.88,544,3,8,20,10,0,0,0,5,0,0,0,0,0,71,2,136,12,8,27.59,12,66.67,3,2,10,1,12,4,2,8.33,0,1,,0,0,0,6.74,Ignacio Tapia,Ñublense,1118269,7029
1,5,0,51,75.0,12,60.0,2,40.0,28,1,76.41,63,71.59,1209,21,7,3,15,0,0,0,21,2,0,0,0,0,54,3,230,8,3,33.33,15,30.61,10,54,4,0,5,1,3,20.0,0,0,,0,0,0,6.74,Bruno Gutiérrez,Deportes La Serena,1002931,5031
0,1,0,15,48.39,6,75.0,4,36.36,4,0,77.03,21,53.85,226,7,1,6,5,0,0,0,5,0,0,0,0,0,19,0,57,0,0,0.0,0,0.0,1,1,2,0,7,2,3,0.0,0,1,,0,0,0,6.74,Renato Huerta,Cobresal,1411683,3167
1,3,2,37,50.68,7,46.67,7,43.75,19,0,79.03,44,50.0,951,11,12,8,13,0,0,0,12,1,0,0,0,0,65,1,392,5,2,20.0,38,50.0,21,26,8,0,6,1,1,16.67,1,0,,0,1,0,6.74,Marco Collao,Audax Italiano,942156,3162
1,2,0,37,61.67,12,75.0,13,56.52,14,1,81.84,49,64.47,910,10,8,2,11,0,0,0,15,1,0,0,0,0,84,3,302,11,7,35.0,23,46.0,10,26,4,0,9,2,3,11.11,0,0,,1,0,0,6.74,Dilan Zúñiga,Palestino,339711,3157
5,1,0,15,32.61,29,48.33,1,16.67,7,0,65.38,44,41.51,808,7,7,15,14,0,0,0,8,0,0,0,0,0,60,3,119,15,0,0.0,7,87.5,1,4,5,3,26,9,5,19.23,1,3,,0,0,0,6.74,Nicolás Johansen,Coquimbo Unido,1643443,3165
3,2,0,23,43.4,13,35.14,10,62.5,2,0,75.31,36,40.0,730,11,15,9,14,0,0,0,11,0,0,0,0,0,43,0,122,4,0,0.0,8,72.73,2,3,3,5,29,11,9,10.34,1,7,,0,0,0,6.74,Franco Troyansky,Audax Italiano,859990,3162
1,5,0,24,53.33,45,71.43,5,62.5,13,0,82.23,69,63.89,1164,6,12,1,14,0,0,0,19,4,0,0,0,0,21,0,449,1,0,0.0,24,30.0,17,71,6,0,6,2,3,16.67,0,0,,1,0,0,6.74,Osvaldo González,Universidad de Concepción,47037,5034
1,2,0,32,61.54,8,72.73,7,77.78,17,2,78.08,40,63.49,700,8,7,7,15,0,0,0,12,0,0,0,0,0,60,1,228,7,2,10.53,14,40.0,5,17,5,0,4,2,1,25.0,1,0,,0,1,0,6.73,Maicol León,Huachipato,1108721,3164
1,2,0,24,63.16,21,53.85,3,60.0,15,0,82.49,45,58.44,1035,6,9,0,12,0,0,0,21,3,0,0,0,0,22,0,325,3,1,50.0,46,49.46,29,78,5,0,4,1,2,25.0,0,0,,0,1,0,6.73,José Tiznado,Cobresal,986622,3167
0,0,1,3,75.0,0,0.0,1,100.0,2,0,79.31,3,75.0,75,0,0,0,3,0,0,0,0,1,0,0,0,0,13,0,46,1,0,0.0,5,55.56,0,2,1,0,2,1,0,0.0,0,0,,0,0,0,6.73,Marcelo Díaz,Universidad de Chile,26480,3161
0,0,0,6,46.15,0,0.0,2,100.0,2,0,83.33,6,46.15,76,2,0,6,3,0,0,0,1,0,0,0,0,0,3,1,20,1,0,0.0,1,50.0,0,3,1,0,3,2,0,0.0,1,0,,0,0,0,6.73,José Ignacio Castro,Huachipato,1106831,3164
0,0,0,1,20.0,1,33.33,0,0.0,1,0,80.56,2,25.0,129,0,3,1,3,0,0,0,2,0,0,0,0,0,10,0,29,0,0,0.0,1,25.0,1,12,0,0,0,0,0,0.0,0,0,,0,0,0,6.73,Benjamín Sáez,Universidad de Concepción,2199269,5034
0,1,0,27,45.76,19,61.29,4,44.44,15,1,79.38,46,51.11,602,8,13,9,13,0,0,0,8,1,0,0,0,0,85,3,258,14,9,27.27,22,57.89,8,4,5,1,9,1,4,0.0,0,1,,0,0,0,6.73,Ezequiel Cañete,Huachipato,1017455,3164
0,2,0,10,55.56,12,60.0,0,0.0,7,0,88.77,22,57.89,422,3,7,1,8,0,0,0,6,1,0,0,0,0,14,0,166,0,0,0.0,7,63.64,4,32,1,0,0,0,0,0.0,0,0,,0,0,0,6.73,José Bizama,Palestino,805305,3157
1,1,0,21,47.73,6,66.67,7,46.67,7,0,70.67,27,50.94,474,7,6,3,11,0,0,0,2,0,0,0,0,0,39,1,106,6,1,14.29,7,46.67,3,5,6,4,11,5,2,9.09,0,1,,0,0,0,6.73,Martín Mundaca,Coquimbo Unido,1834686,3165
0,1,0,20,66.67,16,47.06,0,0.0,12,0,85.77,36,56.25,967,8,1,3,11,0,0,0,13,0,0,0,0,0,18,0,410,0,0,0.0,32,49.23,8,50,6,0,0,0,0,0.0,0,0,,0,2,0,6.73,Nicolás Palma,Unión La Calera,1125257,48242
1,2,0,9,42.86,1,25.0,3,60.0,3,2,80.0,10,40.0,287,3,6,4,8,0,0,0,5,1,0,0,0,0,29,2,52,5,3,21.43,3,100.0,0,1,1,1,6,2,1,16.67,0,0,,0,0,0,6.73,Diego Corral,Universidad Católica,1473023,3151
0,2,0,0,0.0,0,0.0,0,0.0,0,0,80.21,0,0.0,360,0,0,0,4,11,6,5,8,0,4,2,2,2,4,0,77,0,0,0.0,25,56.82,0,5,0,0,0,0,0,0.0,0,0,,0,1,0,6.73,Rodrigo Odriozola,Huachipato,920957,3164
2,0,0,13,29.55,6,42.86,5,35.71,5,1,79.58,19,32.76,591,3,4,8,13,0,0,0,10,2,0,0,0,0,52,1,113,10,7,35.0,5,45.45,2,3,10,1,9,3,3,22.22,0,5,,0,0,0,6.72,Bryan Carrasco,Palestino,230054,3157
0,2,1,31,52.54,5,50.0,4,36.36,24,0,88.04,36,52.17,910,3,6,7,13,0,0,0,11,0,0,0,0,0,112,0,449,6,0,0.0,16,51.61,6,3,8,1,10,4,3,0.0,0,0,,0,0,0,6.72,Juan Leiva,O'Higgins,844183,3163
1,1,0,36,46.15,11,42.31,13,54.17,12,2,70.75,47,45.19,613,11,6,14,14,0,0,0,6,1,0,0,0,0,94,6,208,17,9,33.33,13,41.94,3,2,13,1,14,4,5,7.14,1,4,,1,0,0,6.72,Braian Martínez,Everton de Viña del Mar,1020255,5032
0,2,1,18,46.15,9,42.86,7,70.0,8,1,79.55,27,45.0,737,3,9,5,11,0,0,0,7,1,0,0,0,0,55,1,214,5,3,14.29,20,42.55,6,28,5,0,3,1,0,0.0,0,0,,0,0,0,6.72,Vicente Fernández,Everton de Viña del Mar,947963,5032
0,6,0,39,52.7,12,44.44,3,37.5,28,0,76.64,51,50.5,1246,8,17,10,14,0,0,0,14,3,0,0,0,0,112,1,328,9,13,26.0,17,28.81,9,42,7,0,3,1,1,0.0,0,1,,0,1,0,6.71,Jovany Campusano,Ñublense,986626,7029
4,1,1,14,33.33,56,49.12,3,50.0,1,0,64.73,70,44.87,1047,10,14,10,15,0,0,0,16,3,0,0,0,0,52,1,134,9,0,0.0,2,33.33,4,18,1,2,22,5,7,18.18,1,8,,0,1,0,6.71,Gonzalo Sosa,Deportes Limache,988084,331131
0,1,0,1,50.0,10,100.0,0,0.0,0,1,71.89,11,91.67,1350,1,0,0,15,40,21,18,18,4,16,13,4,13,18,1,353,1,0,0.0,124,48.25,0,14,1,0,1,0,0,0.0,0,0,,2,2,0,6.71,Nicolás Avellaneda,Unión La Calera,333465,48242
0,1,0,22,62.86,7,36.84,5,55.56,11,1,79.42,29,53.7,510,6,3,3,8,0,0,0,10,1,0,0,0,0,44,1,193,4,5,33.33,18,50.0,9,26,3,0,1,0,0,0.0,0,0,,0,0,0,6.71,Leandro Díaz,O'Higgins,975291,3163
0,1,0,32,53.33,1,14.29,11,42.31,14,1,78.86,33,49.25,392,7,5,4,9,0,0,0,6,0,0,0,0,0,36,1,97,4,5,19.23,3,33.33,4,3,5,0,8,2,2,0.0,0,0,,1,0,0,6.71,Matías Cavalleri,Deportes Concepción,924468,3160
1,3,0,28,56.0,22,64.71,6,75.0,13,0,81.14,50,59.52,843,9,17,3,11,0,0,0,13,2,0,0,0,0,26,0,284,2,2,66.67,27,42.19,10,50,1,2,10,2,2,10.0,1,0,,1,0,0,6.71,Fausto Grillo,Deportes Concepción,553508,3160
0,1,0,20,68.97,13,43.33,2,66.67,16,0,82.61,33,55.93,825,2,4,2,11,0,0,0,11,1,0,0,0,0,22,0,266,4,2,50.0,30,47.62,11,28,2,1,4,0,2,0.0,0,0,,0,1,0,6.71,Valentín Vidal,Everton de Viña del Mar,1385673,5032
3,2,0,24,42.86,1,8.33,8,36.36,9,0,75.24,25,36.76,824,7,5,9,12,0,0,0,7,0,0,0,0,0,71,1,155,13,5,29.41,9,52.94,1,1,4,2,14,6,2,21.43,0,4,,0,0,0,6.71,Guido Vadalá,Coquimbo Unido,376740,3165
4,2,0,6,20.69,22,43.14,3,60.0,1,1,68.75,28,35.0,520,3,10,9,13,0,0,0,13,2,0,0,0,0,29,0,77,6,0,0.0,3,60.0,3,3,4,2,18,10,5,22.22,0,2,,0,0,0,6.71,Thiago Vecino,O'Higgins,923802,3163
3,0,0,15,44.12,2,20.0,4,26.67,8,0,75.71,17,38.64,384,3,3,4,10,0,0,0,4,1,0,0,0,0,26,0,53,7,0,0.0,1,50.0,5,3,1,0,6,3,1,50.0,0,3,,0,0,0,6.7,Vicente Álvarez,Deportes Limache,1801194,331131
1,0,0,20,42.55,12,46.15,8,66.67,8,3,72.36,32,43.84,649,4,7,10,14,0,0,0,9,0,0,0,0,0,56,1,144,10,1,9.09,2,15.38,3,6,6,5,17,4,1,5.88,0,3,,0,0,0,6.7,Luis Riveros,Coquimbo Unido,852143,3165
0,0,0,20,47.62,9,50.0,8,66.67,10,2,81.61,29,48.33,1182,2,6,2,15,0,0,0,20,3,0,0,0,0,119,2,364,15,12,26.67,24,40.68,9,38,10,0,7,0,4,0.0,0,4,,0,0,0,6.7,Yerco Oyanedel,Universidad de Concepción,906102,5034
0,0,0,2,66.67,1,100.0,1,100.0,0,0,66.67,3,75.0,28,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0.0,0,0.0,0,1,0,0,0,0,0,0.0,0,1,,0,0,0,6.7,Vicente Ramírez,Universidad de Chile,2057322,3161
0,2,0,4,36.36,2,33.33,0,0.0,3,0,79.41,6,35.29,148,1,5,1,3,0,0,0,2,0,0,0,0,0,5,0,54,1,0,0.0,6,46.15,1,17,3,0,0,0,0,0.0,0,0,,0,0,0,6.7,Cristian Toro,Huachipato,988146,3164
0,1,0,18,66.67,8,53.33,2,50.0,12,0,78.45,26,61.9,293,4,6,1,4,0,0,0,3,1,0,0,0,0,21,0,91,0,0,0.0,7,41.18,1,13,2,0,2,0,0,0.0,0,0,,0,1,0,6.7,Vicente Vega,Everton de Viña del Mar,1216169,5032
0,0,0,2,33.33,1,50.0,0,0.0,1,0,90.0,3,37.5,62,1,1,1,5,0,0,0,0,0,0,0,0,0,11,0,27,0,0,0.0,2,50.0,1,1,1,0,0,0,0,0.0,0,0,,0,0,0,6.7,Nicolás Fernández,Universidad de Chile,889500,3161
0,0,0,3,50.0,5,41.67,0,0.0,3,0,83.72,8,44.44,298,0,1,0,5,0,0,0,6,1,0,0,0,0,8,0,108,2,0,0.0,11,50.0,1,31,2,0,1,0,1,0.0,0,0,,0,1,0,6.7,Ramiro González,Everton de Viña del Mar,886915,5032
0,3,0,11,42.31,14,77.78,0,0.0,10,0,80.09,25,56.82,440,1,9,1,12,0,0,0,6,0,0,0,0,0,48,0,181,3,0,0.0,8,50.0,2,11,3,0,5,1,3,0.0,0,0,,0,0,0,6.7,Dylan Glaby,Coquimbo Unido,981333,3165
0,0,0,21,53.85,4,50.0,4,57.14,16,1,88.64,25,53.19,811,1,5,3,15,0,0,0,10,1,0,0,0,0,71,1,359,5,1,12.5,18,62.07,11,10,7,0,7,1,1,0.0,1,0,,0,0,0,6.69,Joaquín Soto,Unión La Calera,1190022,48242
0,1,0,21,63.64,11,44.0,1,33.33,14,0,82.22,32,55.17,1350,6,5,4,15,0,0,0,20,3,0,0,0,0,70,0,518,3,1,16.67,42,35.59,19,78,2,1,9,1,4,0.0,0,0,,0,1,0,6.69,Augusto Aguirre,Deportes Limache,875564,331131
2,3,0,21,44.68,6,28.57,7,50.0,10,0,76.53,27,39.71,584,5,7,6,13,0,0,0,9,3,0,0,0,0,48,2,150,7,5,22.73,10,37.04,2,19,6,2,14,5,4,14.29,0,1,,0,0,0,6.69,Diego Sanhueza,Ñublense,1125913,7029
0,2,0,39,49.37,3,30.0,7,50.0,25,0,88.17,42,47.19,954,7,15,10,13,0,0,0,19,4,0,0,0,0,82,0,343,5,5,15.15,19,65.52,10,23,8,0,3,1,0,0.0,0,1,,0,1,0,6.69,Aaron Astudillo,Cobresal,1016643,3167
4,1,0,21,42.0,39,40.63,3,37.5,9,0,56.7,60,41.1,995,10,13,8,15,0,0,0,9,3,0,0,0,0,57,1,110,11,0,0.0,4,40.0,3,9,5,4,28,14,5,14.29,3,9,,0,0,0,6.69,Ignacio Jeraldino,Ñublense,761426,7029
0,0,0,8,72.73,16,53.33,1,50.0,3,0,85.61,24,58.54,530,4,1,0,7,0,0,0,9,1,0,0,0,0,16,0,244,1,0,0.0,22,53.66,7,44,2,1,1,0,0,0.0,0,0,,0,0,0,6.69,Cristián Suárez,Deportes Concepción,22973,3160
1,0,0,26,59.09,1,33.33,6,40.0,11,0,82.61,27,57.45,645,9,4,1,13,0,0,0,13,1,0,0,0,0,71,1,171,11,12,26.67,5,62.5,5,2,5,0,4,1,1,25.0,0,1,,0,0,0,6.68,Bastián Yáñez,O'Higgins,942415,3163
0,0,0,1,100.0,1,100.0,0,0.0,0,0,72.18,2,100.0,540,1,0,0,6,18,7,11,7,2,5,2,2,2,3,0,96,0,0,0.0,23,39.66,0,4,0,0,0,0,0,0.0,0,0,,0,0,0,6.68,Claudio González,Deportes Limache,924180,331131
1,1,0,10,37.04,2,25.0,1,16.67,6,1,75.74,12,34.29,298,3,6,4,10,0,0,0,5,1,0,0,0,0,36,1,103,4,3,60.0,4,33.33,1,5,2,0,5,1,0,20.0,1,0,,0,0,0,6.68,Martín Maturana,O'Higgins,1411686,3163
0,1,0,8,61.54,3,75.0,1,100.0,7,0,67.86,11,64.71,130,0,0,1,4,0,0,0,3,0,0,0,0,0,12,0,38,1,2,40.0,6,50.0,2,4,4,0,0,0,0,0.0,0,0,,0,1,0,6.68,Javier Saldías,Unión La Calera,1017169,48242
1,1,0,26,54.17,17,38.64,4,50.0,8,2,64.04,43,46.74,427,14,9,8,15,0,0,0,8,0,0,0,0,0,27,2,57,7,0,0.0,2,25.0,0,9,2,3,17,6,5,5.88,0,2,,0,0,0,6.67,Marcos Arturia,Deportes Limache,871813,331131
0,1,0,25,40.98,6,50.0,7,29.17,9,0,65.85,31,42.47,373,9,6,9,14,0,0,0,3,1,0,0,0,0,48,1,81,9,7,30.43,6,75.0,2,4,4,2,8,2,1,0.0,0,0,,0,0,0,6.67,Fernando Ovelar,Ñublense,962130,7029
0,4,0,2,50.0,4,100.0,0,0.0,0,0,67.76,6,75.0,1204,3,0,0,14,38,24,14,22,2,10,3,7,3,14,0,248,1,0,0.0,38,24.52,0,11,2,0,0,0,0,0.0,0,0,,2,0,0,6.67,Federico Lanzillotta,Deportes La Serena,789923,5031
2,3,0,40,38.83,4,26.67,12,44.44,19,0,79.3,44,37.29,846,9,20,17,15,0,0,0,3,3,0,0,0,0,141,0,364,12,2,11.76,13,44.83,5,9,11,1,15,4,6,13.33,0,0,,0,2,0,6.67,Javier Altamirano,Universidad de Chile,925337,3161
0,1,0,5,41.67,1,50.0,3,60.0,2,0,83.52,6,42.86,240,0,0,3,3,0,0,0,2,0,0,0,0,0,19,0,76,2,1,16.67,5,71.43,3,5,2,0,1,0,0,0.0,0,2,,0,0,0,6.67,Óscar Opazo,Everton de Viña del Mar,805175,5032
0,1,0,5,55.56,3,37.5,0,0.0,4,0,71.43,8,47.06,175,1,2,0,6,0,0,0,2,1,0,0,0,0,9,0,40,2,4,25.0,3,33.33,1,3,2,0,1,0,1,0.0,0,2,,0,0,0,6.67,Harold Antiñirre,Huachipato,988078,3164
1,1,0,26,56.52,1,12.5,5,33.33,6,0,80.85,27,50.0,494,15,3,5,11,0,0,0,7,0,0,0,0,0,35,0,114,7,4,22.22,5,62.5,1,4,3,1,11,3,3,9.09,1,2,,0,1,0,6.66,Rodrigo Cabral,Audax Italiano,997539,3162
1,3,0,39,57.35,17,56.67,3,25.0,26,2,76.45,56,57.14,1052,10,6,3,15,0,0,0,19,5,0,0,0,0,79,3,383,16,13,24.53,35,44.3,8,43,12,0,9,2,5,11.11,0,1,,0,0,0,6.66,Guillermo Pacheco,Cobresal,818865,3167
0,2,0,43,59.72,12,50.0,17,73.91,22,1,76.29,55,57.29,1307,4,11,5,15,0,0,0,19,3,0,0,0,0,94,1,325,4,5,8.93,34,41.46,14,55,8,0,6,1,2,0.0,0,0,,0,0,0,6.66,Marcelo Flores,Deportes Limache,1197239,331131
0,1,0,8,47.06,5,50.0,0,0.0,7,0,80.43,13,48.15,308,1,2,1,5,0,0,0,2,0,0,0,0,0,11,0,111,0,0,0.0,6,35.29,6,21,7,0,2,0,0,0.0,0,0,,0,1,0,6.66,Agustín Farías,Universidad Católica,581774,3151
0,0,0,22,66.67,23,53.49,1,50.0,13,0,86.74,45,59.21,1337,8,8,1,15,0,0,0,15,4,0,0,0,0,19,0,386,0,0,0.0,27,47.37,22,82,2,0,8,2,1,0.0,0,3,,1,0,0,6.66,Osvaldo Bosso,Ñublense,819075,7029
0,0,0,25,55.56,8,40.0,2,33.33,18,1,77.5,33,50.77,1024,5,10,1,12,0,0,0,13,1,0,0,0,0,37,1,217,7,5,20.0,15,40.54,5,33,7,0,9,3,2,0.0,0,1,,0,0,0,6.66,Misael Dávila,Deportes Concepción,177813,3160
3,1,0,16,47.06,26,56.52,5,100.0,4,0,55.96,42,52.5,585,7,7,11,14,0,0,0,6,1,0,0,0,0,21,0,61,6,0,0.0,0,0.0,1,9,2,3,14,6,2,21.43,0,4,,0,0,0,6.66,Diego Coelho,Audax Italiano,875274,3162
0,5,0,20,46.51,16,64.0,4,57.14,12,0,81.54,36,52.94,852,4,11,4,11,0,0,0,10,1,0,0,0,0,62,4,318,11,11,28.95,14,45.16,10,30,6,2,8,1,3,0.0,0,3,,0,1,0,6.65,Luis Pavez Muñoz,O'Higgins,339699,3163
0,3,1,33,62.26,22,62.86,9,75.0,16,0,77.31,55,62.5,847,8,8,2,11,0,0,0,12,4,0,0,0,0,41,0,351,1,1,33.33,29,29.59,22,53,7,0,2,0,0,0.0,0,0,,0,3,0,6.65,Leonel González,Universidad de Concepción,365990,5034
0,0,0,2,40.0,0,0.0,1,50.0,0,1,82.35,2,40.0,43,1,0,1,6,0,0,0,0,0,0,0,0,0,9,1,14,1,0,0.0,1,100.0,0,0,1,0,0,0,0,0.0,0,0,,0,0,0,6.65,Martín Gómez,Universidad Católica,2121648,3151
0,1,0,24,63.16,25,64.1,3,75.0,19,1,75.8,49,63.64,1047,2,7,3,12,0,0,0,16,2,0,0,0,0,39,0,332,7,1,14.29,35,37.23,23,70,3,0,4,1,0,0.0,0,1,,0,0,0,6.65,Norman Rodríguez,Deportes Concepción,988763,3160
0,0,0,10,66.67,3,60.0,1,33.33,7,0,58.33,13,65.0,205,2,1,0,4,0,0,0,3,1,0,0,0,0,5,0,28,0,0,0.0,3,16.67,0,10,2,0,4,0,1,0.0,0,0,,0,0,0,6.65,Cristian Morales,O'Higgins,1482396,3163
0,2,0,11,55.0,4,66.67,0,0.0,7,0,76.47,15,57.69,240,4,5,1,8,0,0,0,3,0,0,0,0,0,18,0,78,1,0,0.0,13,72.22,6,2,2,0,3,0,2,0.0,0,0,,0,1,0,6.65,Mario Sandoval,Audax Italiano,1920586,3162
0,0,0,18,46.15,4,30.77,4,33.33,13,0,82.51,22,42.31,490,1,4,1,8,0,0,0,9,1,0,0,0,0,41,1,184,7,6,25.0,17,56.67,3,26,8,0,3,1,1,0.0,0,0,,0,0,0,6.65,Antonio Castillo,Cobresal,987924,3167
0,2,0,19,61.29,9,45.0,2,66.67,11,0,84.49,28,54.9,541,6,11,0,10,0,0,0,4,4,0,0,0,0,37,0,207,2,0,0.0,18,51.43,6,21,1,0,6,1,1,0.0,0,0,,0,0,0,6.65,Juan Fuentes,Cobresal,385990,3167
4,1,1,16,39.02,42,44.68,4,57.14,8,2,68.13,58,42.96,1060,5,12,8,13,0,0,0,19,2,0,0,0,0,57,2,171,13,0,0.0,6,50.0,1,16,2,4,26,8,6,15.38,0,1,,0,0,0,6.65,Joaquín Larrivey,Deportes Concepción,28242,3160
1,4,0,17,48.57,23,54.76,4,100.0,9,0,82.41,40,51.95,1170,4,7,1,13,0,0,0,15,2,0,0,0,0,40,1,431,5,0,0.0,48,45.28,17,95,10,0,8,3,1,12.5,0,0,,2,0,0,6.65,Vicente Espinoza,Palestino,1464931,3157
0,2,0,23,57.5,4,57.14,3,37.5,15,0,80.62,27,57.45,470,5,4,2,9,0,0,0,9,0,0,0,0,0,54,0,183,3,0,0.0,7,38.89,7,6,6,1,6,1,3,0.0,0,1,,0,0,0,6.64,Salvador Cordero,Coquimbo Unido,829288,3165
0,1,0,6,60.0,4,44.44,0,0.0,4,0,77.32,10,52.63,207,2,2,0,5,0,0,0,0,0,0,0,0,0,9,0,75,0,0,0.0,5,50.0,3,12,1,0,1,1,0,0.0,0,0,,0,0,0,6.64,Lucas Romero,Universidad de Chile,1201172,3161
0,1,0,41,53.25,16,43.24,9,42.86,20,0,74.83,57,50.0,909,12,8,3,13,0,0,0,10,2,0,0,0,0,31,1,217,5,6,18.18,18,45.0,12,46,15,0,4,2,1,0.0,0,0,,0,0,0,6.64,Lucas Velásquez,Huachipato,1482399,3164
0,1,0,13,65.0,4,33.33,5,83.33,8,0,87.89,17,53.13,452,0,2,1,9,0,0,0,7,0,0,0,0,0,21,0,167,5,2,22.22,8,53.33,3,11,3,0,0,0,0,0.0,0,0,,0,0,0,6.64,Eugenio Mena,Universidad Católica,117430,3151
1,0,0,10,47.62,0,0.0,6,46.15,1,1,78.57,10,40.0,269,3,2,2,11,0,0,0,3,0,0,0,0,0,42,1,99,8,9,31.03,3,42.86,3,5,0,1,6,2,2,16.67,0,2,,0,0,0,6.64,Francisco Marchant,Colo-Colo,1482420,3155
0,1,0,4,66.67,3,30.0,0,0.0,2,0,70.83,7,43.75,124,2,2,0,3,0,0,0,2,0,0,0,0,0,5,0,17,2,0,0.0,0,0.0,0,0,0,0,3,0,2,0.0,0,0,,0,0,0,6.63,Diego Antonio Sabando Sanhueza,Universidad de Concepción,1906000,5034
0,1,0,1,20.0,2,50.0,0,0.0,1,0,87.5,3,33.33,66,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,28,0,0,0.0,1,100.0,1,1,1,0,0,0,0,0.0,0,0,,0,0,0,6.63,Francisco Herrera,Universidad de Concepción,2455393,5034
